song_id,sentiment_label,sentiment_score
921,negative,-0.3863779604434967
922,negative,-0.41914597153663635
923,neutral,-0.06847862154245377
924,neutral,-0.0150560662150383
925,positive,0.07026746869087219
926,negative,-0.4145284593105316
927,negative,-0.42271727323532104
928,negative,-0.4250214695930481
929,neutral,-0.21431593596935272
930,negative,-0.4129086136817932
931,negative,-0.03434336185455322
